distribution_id,source_id,reference_year,regulation,building_type,construction_period,published_energy_bin_kwh_m2_year,dwelling_count,evidence_status,source_url,retrieved_at,source_html_sha256
DIST-B02-MULTI_DWELLING-04-54,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1961–1980,540,14,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-04-55,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1961–1980,550,4,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-04-56,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1961–1980,560,7,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-04-57,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1961–1980,570,3,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-04-58,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1961–1980,580,9,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-04-59,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1961–1980,590,8,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-01,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,10,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-02,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,20,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-03,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,30,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-04,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,40,79,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-05,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,50,488,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-06,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,60,506,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-07,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,70,439,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-08,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,80,6020,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-09,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,90,4087,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-10,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,100,4082,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-11,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,110,11540,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-12,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,120,34134,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-13,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,130,38396,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-14,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,140,38013,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-15,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,150,38177,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-16,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,160,35590,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-17,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,170,27871,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-18,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,180,20992,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-19,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,190,14463,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-20,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,200,11175,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-21,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,210,9117,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-22,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,220,7108,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-23,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,230,6161,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-24,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,240,4830,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-25,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,250,3897,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-26,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,260,3298,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-27,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,270,2348,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-28,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,280,1814,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-29,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,290,1392,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-30,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,300,1107,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-31,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,310,725,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-32,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,320,489,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-33,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,330,418,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-34,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,340,258,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-35,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,350,156,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-36,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,360,138,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-37,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,370,113,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-38,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,380,105,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-39,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,390,75,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-40,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,400,54,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-41,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,410,35,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-42,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,420,34,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-43,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,430,26,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-44,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,440,22,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-45,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,450,22,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-46,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,460,9,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-47,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,470,13,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-48,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,480,7,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-49,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,490,4,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-50,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,500,5,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-51,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,510,1,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-52,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,520,2,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-53,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,530,1,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-54,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,540,1,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-55,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,550,1,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-56,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,560,2,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-57,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,570,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-58,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,580,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-05-59,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,1981–2000,590,2,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-06-01,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,2001–2010,10,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-06-02,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,2001–2010,20,0,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-06-03,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,2001–2010,30,1,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-06-04,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,2001–2010,40,5,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-06-05,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,2001–2010,50,9,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-06-06,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,2001–2010,60,73,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
DIST-B02-MULTI_DWELLING-06-07,SRC-B02-KSH-ENERGY-2025,2022,EKM_9_2023,MULTI_DWELLING,2001–2010,70,143,MODELLED,https://www.ksh.hu/s/kiserleti-statisztika/kiadvanyok/a-magyar-lakasallomany-primerenergia-igenyenek-becslese/,2026-08-12,1a312ae2943238c139623ac6595ff9bb0ebe656fd12d2b7ab80739488b527c31
